"order_delivery_no","order_id","invoice_type"
"CK21072805489","1408610536623824897","5"
"CK21063002052","1408610536623824897","5"
"CK21072805718","1408610537050083330","2"
"CK21062904611","1408610537050083330","2"
"CK21080200049","1408610537083322370","1"
"CK21062806838","1408610537083322370","1"
"CK21072807444","1408610537131335682","2"
"CK21063005584","1408610537131335682","2"
"CK21063004059","1408610537150951425","2"
"CK21080200747","1408610537268391938","5"
"CK21062905933","1408610537268391938","5"
"CK21063000964","1408610537283633154","2"
"CK21062808092","1408610537309814786","2"
"CK21072806863","1408610537396879361","1"
"CK21063004156","1408610537396879361","1"
"CK21072805346","1408610537456615426","2"
"CK21063002151","1408610537456615426","2"
"CK21063002059","1408610537542377473","2"
"CK21072802026","1408610537595916289","2"
"CK21062902836","1408610537595916289","2"
"CK21062807451","1408610538061484033","2"
"CK21062903655","1408610538233450498","2"
"CK21072806985","1408610538430214145","1"
"CK21063005841","1408610538430214145","1"
"CK21080203038","1408610538673278977","2"
"CK21062904798","1408610538673278977","2"
"CK21063001276","1408610538704199681","2"
"CK21072801648","1408610538713890817","2"
"CK21062903191","1408610538713890817","2"
"CK21062802855","1408610538933899265","2"
"CK21062808520","1408610539034562562","2"
"CK21063001897","1408610539063033858","2"
"CK21080203617","1408610539160391682","1"
"CK21062803968","1408610539160391682","1"
"CK21062807495","1408610539172012034","2"
"CK21063004378","1408610539460476929","2"
"CK21072805314","1408610539663339522","2"
"CK21062808866","1408610539663339522","2"
"CK21080202418","1408610539703746562","2"
"CK21062804929","1408610539703746562","2"
"CK21072806972","1408610539713466370","1"
"CK21063001900","1408610539713466370","1"
"CK21063000999","1408610539716395009","2"
"CK21063001882","1408610539784454145","1"
"CK21080201363","1408610539810508802","2"
"CK21062805819","1408610539810508802","2"
"CK21072802792","1408610539833835521","2"
"CK21062810733","1408610539833835521","2"
"CK21062901685","1408610539947081730","2"
"CK21072806026","1408610540011835394","2"
"CK21063006429","1408610540011835394","2"
"CK21072807302","1408610540215517185","2"
"CK21063005654","1408610540215517185","2"
"CK21072805348","1408610540291964929","2"
"CK21062808823","1408610540291964929","2"
"CK21072905086","1408610540380934146","2"
"CK21063001925","1408610540380934146","2"
"CK21080202426","1408610540909416449","2"
"CK21062905066","1408610540909416449","2"
"CK21072805306","1408610541110743041","1"
"CK21062904246","1408610541110743041","1"
"CK21062808089","1408610541232377857","2"
"CK21062803371","1408610541341429761","2"
"CK21062803367","1408610541403455490","2"
"CK21072805973","1408610541424427010","2"
"CK21062904508","1408610541424427010","2"
"CK21072802289","1408610541508833282","1"
"CK21062902628","1408610541508833282","1"
"CK21080201973","1408610541550776322","1"
"CK21062805297","1408610541550776322","1"
"CK21062903393","1408610541623435266","1"
"CK21063001923","1408610541774430210","2"
"CK21063000528","1408610542054092801","2"
"CK21063004889","1408610542158950402","2"
"CK21072805333","1408610542195228673","2"
"CK21063002154","1408610542195228673","2"
"CK21062808158","1408610542401699841","2"
"CK21062808129","1408610542493900801","1"
"CK21062807459","1408610542585298946","2"
"CK21072805349","1408610542858878977","2"
"CK21062808824","1408610542858878977","2"
"CK21072807150","1408610542931070978","5"
"CK21062904141","1408610542931070978","5"
"CK21062808138","1408610543228866561","5"
"CK21062808113","1408610543289876481","2"
"CK21063004109","1408610543310848002","2"
"CK21080204006","1408610543347294210","2"
"CK21062901513","1408610543347294210","2"
"CK21072805343","1408610543456346113","2"
"CK21062808828","1408610543456346113","2"
"CK21063001563","1408610543484719105","2"
"CK21062901331","1408610543627325441","2"
"CK21063001560","1408610543721955330","2"
"CK21062900798","1408610543763832834","2"
"CK21062810686","1408610543848660993","2"
"CK21062807508","1408610543899955201","2"
"CK21072807108","1408610543986130945","2"
"CK21062904155","1408610543986130945","2"
"CK21080200669","1408610544011362306","2"
"CK21062806342","1408610544011362306","2"
"CK21080201499","1408610544020627458","2"
"CK21062805700","1408610544020627458","2"
"CK21072806022","1408610544026771458","2"
"CK21063006431","1408610544026771458","2"
"CK21080201881","1408610544040656898","2"
"CK21062805370","1408610544040656898","2"
"CK21063001600","1408610544067153922","2"
"CK21063000460","1408610544067358722","2"
"CK21080204009","1408610544306434049","5"
"CK21062901510","1408610544306434049","5"
"CK21080200998","1408610544352366594","1"
"CK21062806098","1408610544352366594","1"
"CK21062803054","1408610544476864513","2"
"CK21062803504","1408610544504922113","2"
"CK21080201819","1408610544577593346","2"
"CK21062905342","1408610544577593346","2"
"CK21062807043","1408610544743997444","2"
"CK21072802228","1408610544754630658","2"
"CK21062902664","1408610544754630658","2"
"CK21063001634","1408610544784379905","2"
"CK21080200050","1408610544797536257","2"
"CK21062806837","1408610544797536257","2"
"CK21062808198","1408610544941129730","2"
"CK21063001531","1408610545052499969","2"
"CK21062900802","1408610545136906242","2"
"CK21080202277","1408610545149489153","2"
"CK21062905171","1408610545149489153","2"
"CK21063003930","1408610545208578050","2"
"CK21062808215","1408610545248616450","2"
"CK21072807121","1408610545300279297","1"
"CK21063005755","1408610545300279297","1"
"CK21072805752","1408610545454202890","2"
"CK21063006586","1408610545454202890","2"
"CK21072807102","1408610545746436097","5"
"CK21063005766","1408610545746436097","5"
"CK21063003490","1408610545840078849","2"
"CK21080201985","1408610545842905090","2"
"CK21062903668","1408610545842905090","2"
"CK21062808216","1408610545932353537","2"
"CK21063001606","1408610545992339458","5"
"CK21062807566","1408610546038161409","2"
"CK21063001023","1408610546136506370","2"
"CK21072805851","1408610546313969665","2"
"CK21063006529","1408610546313969665","2"
"CK21062807120","1408610546457907201","2"
"CK21063000524","1408610546753069057","2"
"CK21062802899","1408610547025698818","2"
"CK21072807418","1408610547048914946","2"
"CK21063005596","1408610547048914946","2"
"CK21062803140","1408610547068944386","2"
"CK21080201349","1408610547100209153","2"
"CK21062805831","1408610547100209153","2"
"CK21072802598","1408610547225075714","2"
"CK21062902404","1408610547225075714","2"
"CK21062903877","1408610547242815489","2"
"CK21062808340","1408610547267981314","2"
"CK21062803215","1408610547305730050","5"
"CK21063000533","1408610547457712130","2"
"CK21072803673","1408610547498094593","2"
"CK21062810083","1408610547498094593","2"
"CK21080203674","1408610547514871809","2"
"CK21062901715","1408610547514871809","2"
"CK21072803562","1408610547920453634","1"
"CK21063003105","1408610547920453634","1"
"CK21080201902","1408610547928776706","1"
"CK21062805358","1408610547928776706","1"
"CK21063000851","1408610547963273218","2"
"CK21062810586","1408610547968430082","2"
"CK21072804042","1408610547988828162","2"
"CK21062809809","1408610547988828162","2"
"CK21063002432","1408610548239155201","1"
"CK21072804015","1408610548545339394","1"
"CK21062809828","1408610548545339394","1"
"CK21072803013","1408610548651139073","1"
"CK21063003318","1408610548651139073","1"
"CK21063003611","1408610548782125057","2"
"CK21063001718","1408610548987645953","2"
"CK21080203413","1408610549140930565","2"
"CK21062804125","1408610549140930565","2"
"CK21062803131","1408610549171826690","2"
"CK21080203664","1408610549490073605","1"
"CK21062803930","1408610549490073605","1"
"CK21062901083","1408610549579042818","2"
"CK21063001740","1408610549654171650","2"
"CK21072807097","1408610549695520769","2"
"CK21062904160","1408610549695520769","2"
"CK21072803029","1408610549775286274","2"
"CK21062810566","1408610549775286274","2"
"CK21062808139","1408610549800767490","2"
"CK21072804465","1408610549901041665","2"
"CK21062809484","1408610549901041665","2"
"CK21072802600","1408610549957517317","2"
"CK21062902402","1408610549957517317","2"
"CK21062807336","1408610550224392194","2"
"CK21072802309","1408610550391775233","5"
"CK21063003695","1408610550391775233","5"
"CK21062905709","1408610550403481602","2"
"CK21063004746","1408610550743220225","2"
"CK21080201212","1408610550795390977","2"
"CK21062805943","1408610550795390977","2"
"CK21080203610","1408610551005106178","2"
"CK21062803974","1408610551005106178","2"
"CK21080200251","1408610551118352386","2"
"CK21062806662","1408610551118352386","2"
"CK21062901333","1408610551234904065","2"
"CK21062807363","1408610551306207238","2"
"CK21072802991","1408610551495266305","2"
"CK21063003332","1408610551495266305","2"
"CK21062807101","1408610551559741442","1"
"CK21062803157","1408610551717769218","5"
"CK21072805846","1408610551733952514","5"
"CK21062904566","1408610551733952514","5"
"CK21063002530","1408610551767896066","2"
"CK21072805374","1408610551812767745","2"
"CK21062808812","1408610551812767745","2"
"CK21072806013","1408610552136994818","2"
"CK21063006436","1408610552136994818","2"
"CK21072803025","1408610552172109825","2"
"CK21062810569","1408610552172109825","2"
"CK21072806926","1408610552311824386","5"
"CK21063001988","1408610552311824386","5"
"CK21062903365","1408610552352464898","1"
"CK21072802225","1408610552426012674","2"
"CK21062904565","1408610552426012674","2"
"CK21062803418","1408610552492179457","5"
"CK21063003703","1408610552578957313","2"
"CK21072807091","1408610552741548033","2"
"CK21063005774","1408610552741548033","2"
"CK21063002438","1408610552853831681","1"
"CK21062806936","1408610552883580930","2"
"CK21063000715","1408610552917708801","2"
"CK21062901070","1408610552940969985","2"
"CK21080202266","1408610552970330113","2"
"CK21062905174","1408610552970330113","2"
"CK21072807469","1408610553505898498","5"
"CK21063000931","1408610553505898498","5"
"CK21072806034","1408610553516531714","2"
"CK21063003460","1408610553516531714","2"
"CK21063005071","1408610553571057666","2"
"CK21072804462","1408610553709543426","2"
"CK21062809487","1408610553709543426","2"
"CK21072806052","1408610553809256449","2"
"CK21062904482","1408610553809256449","2"
"CK21062900698","1408610554140540929","2"
"CK21062900932","1408610554210541569","2"
"CK21062903963","1408610554350321665","2"
"CK21072805366","1408610554527432706","2"
"CK21063002140","1408610554527432706","2"
"CK21080202260","1408610554614562818","2"
"CK21062805039","1408610554614562818","2"
"CK21072807494","1408610555093979138","1"
"CK21063005553","1408610555093979138","1"
"CK21080203716","1408610555157098498","5"
"CK21062803896","1408610555157098498","5"
"CK21062901802","1408610555340111873","2"
"CK21063004578","1408610555566604290","5"
"CK21080202492","1408610555617001473","2"
"CK21062804878","1408610555617001473","2"
"CK21063002130","1408610555795988481","2"
"CK21080202147","1408610556020920321","2"
"CK21062905209","1408610556020920321","2"
"CK21080203304","1408610556238635009","2"
"CK21062904663","1408610556238635009","2"
"CK21062803459","1408610556247617537","2"
"CK21080202515","1408610556422242305","2"
"CK21062804860","1408610556422242305","2"
"CK21062808671","1408610556714541057","2"
"CK21072802994","1408610556944240641","5"
"CK21062810597","1408610556944240641","5"
"CK21072803508","1408610557010776070","2"
"CK21062810219","1408610557010776070","2"
"CK21072802290","1408610557174038530","2"
"CK21063003710","1408610557174038530","2"
"CK21062905404","1408610557270507521","1"
"CK21072803671","1408610557340794882","2"
"CK21062810087","1408610557340794882","2"
"CK21062905772","1408610557445718017","5"
"CK21080202646","1408610557602377729","2"
"CK21062804746","1408610557602377729","2"
"CK21062903689","1408610557686059010","2"
"CK21072804437","1408610557736964097","2"
"CK21063002680","1408610557736964097","2"
"CK21080203008","1408610557802233858","2"
"CK21062903553","1408610557802233858","2"
"CK21072806560","1408610557845647362","2"
"CK21063004097","1408610557845647362","2"
"CK21072803647","1408610557866987522","2"
"CK21062904390","1408610557866987522","2"
"CK21063001337","1408610558053826562","2"
"CK21062901199","1408610558260678657","2"
"CK21072805525","1408610558393565186","2"
"CK21062808713","1408610558393565186","2"
"CK21072804007","1408610558517104642","2"
"CK21063002890","1408610558517104642","2"
"CK21062901205","1408610558590697473","2"
"CK21062903527","1408610558843891713","5"
"CK21062808051","1408610558992048129","2"
"CK21063004946","1408610559194742785","2"
"CK21072807059","1408610559238524929","5"
"CK21063005793","1408610559238524929","5"
"CK21062900953","1408610559430889474","2"
"CK21062808179","1408610559846330370","2"
"CK21063001932","1408610560005713922","2"
"CK21080201115","1408610560169086978","1"
"CK21062806015","1408610560169086978","1"
"CK21080201662","1408610560208396290","2"
"CK21062905393","1408610560208396290","2"
"CK21063005427","1408610560511754241","5"
"CK21072807523","1408610560651116547","2"
"CK21063000822","1408610560651116547","2"
"CK21062901212","1408610561023459330","2"
"CK21063001716","1408610561069531138","2"
"CK21062807670","1408610561192497154","2"
"CK21072806204","1408610561215029250","1"
"CK21063006320","1408610561215029250","1"
"CK21062901209","1408610561301753858","2"
"CK21063001041","1408610561376731138","2"
"CK21062900699","1408610561679036417","2"
"CK21080202858","1408610561909334017","2"
"CK21062804579","1408610561909334017","2"
"CK21072807365","1408610562035552257","2"
"CK21063005622","1408610562035552257","2"
"CK21062807280","1408610562345541634","2"
"CK21080200088","1408610562622439425","5"
"CK21062806806","1408610562622439425","5"
"CK21072801631","1408610563113172994","5"
"CK21062903211","1408610563113172994","5"
"CK21063000448","1408610563150848002","2"
"CK21072807306","1408610563192791042","2"
"CK21063005652","1408610563192791042","2"
"CK21080200874","1408610563377414145","2"
"CK21062905864","1408610563377414145","2"
"CK21080202859","1408610563515752450","2"
"CK21062804578","1408610563515752450","2"
"CK21072807530","1408610563574546434","2"
"CK21062903972","1408610563574546434","2"
"CK21062901196","1408610563906211842","1"
"CK21063004715","1408610563988832258","2"
"CK21072805866","1408610564174331905","2"
"CK21063006523","1408610564174331905","2"
"CK21072806265","1408610564304670721","2"
"CK21063006289","1408610564304670721","2"
"CK21062900973","1408610564338798593","2"
"CK21080203515","1408610564615254017","5"
"CK21062804035","1408610564615254017","5"
"CK21063001491","1408610564791783426","2"
"CK21080201654","1408610564963176450","2"
"CK21062805573","1408610564963176450","2"
"CK21063002629","1408610564992147457","2"
"CK21062808358","1408610565037342722","2"
"CK21062807104","1408610565041602561","2"
"CK21072807536","1408610565072433153","2"
"CK21063005531","1408610565072433153","2"
"CK21062905238","1408610565114744833","2"
"CK21062900787","1408610565181280258","1"
"CK21062802994","1408610565252194306","1"
"CK21072900857","1408610565351915521","2"
"CK21062905592","1408610565351915521","2"
"CK21062808350","1408610565473615874","2"
"CK21063001293","1408610565667504130","5"
"CK21063001747","1408610565737857025","2"
"CK21080203578","1408610565772288001","2"
"CK21062804000","1408610565772288001","2"
"CK21080203942","1408610566081789953","2"
"CK21062803754","1408610566081789953","2"
"CK21062905219","1408610566309158914","1"
"CK21080203919","1408610566384656385","2"
"CK21062803766","1408610566384656385","2"
"CK21063000236","1408610566411771906","2"
"CK21072805440","1408610566673121282","2"
"CK21062808765","1408610566673121282","2"
"CK21062803267","1408610566762143745","2"
"CK21080201673","1408610566881533953","2"
"CK21062805556","1408610566881533953","2"
"CK21072805882","1408610567116414978","2"
"CK21063003680","1408610567116414978","2"
"CK21080202732","1408610567160602626","2"
"CK21062904933","1408610567160602626","2"
"CK21062901016","1408610567404261378","2"
"CK21063005444","1408610567637876738","2"
"CK21080203630","1408610568159440897","2"
"CK21062901742","1408610568159440897","2"
"CK21062903677","1408610568499179521","2"
"CK21063005486","1408610568562462721","2"
"CK21062808611","1408610568796770306","2"
"CK21080203080","1408610568848662529","1"
"CK21062904768","1408610568848662529","1"
"CK21072806230","1408610569048428545","1"
"CK21062904423","1408610569048428545","1"
"CK21063004153","1408610569148776449","2"
"CK21062901019","1408610569282994178","2"
"CK21072804516","1408610569386901505","1"
"CK21063002634","1408610569386901505","1"
"CK21062806930","1408610569442304001","5"
"CK21063001324","1408610569595248642","2"
"CK21080200243","1408610569606475777","2"
"CK21063000384","1408610569606475777","2"
"CK21063003665","1408610569659531266","2"
"CK21080202709","1408610569739223041","1"
"CK21062904943","1408610569739223041","1"
"CK21062904935","1408610569841725442","2"
"CK21072802416","1408610570034294785","2"
"CK21063003635","1408610570034294785","2"
"CK21062904034","1408610570246733825","2"
"CK21063005119","1408610570428928002","2"
"CK21062807623","1408610571022614529","2"
"CK21080202383","1408610571065499649","2"
"CK21062903618","1408610571065499649","2"
"CK21063004670","1408610571103637506","2"
"CK21080202619","1408610571285553153","1"
"CK21062904989","1408610571285553153","1"
"CK21063001391","1408610571317157890","2"
"CK21080200875","1408610571346518018","2"
"CK21062806201","1408610571346518018","2"
"CK21080202306","1408610571464552449","2"
"CK21062903625","1408610571464552449","2"
"CK21062901727","1408610571519447041","2"
"CK21062901403","1408610571552038914","2"
"CK21062905577","1408610571966398466","2"
"CK21062807982","1408610571996708865","2"
"CK21080203917","1408610572189646850","2"
"CK21062901564","1408610572189646850","2"
"CK21062803106","1408610572910993409","1"
"CK21080203605","1408610572925526017","2"
"CK21062803976","1408610572925526017","2"
"CK21080201055","1408610573287604225","2"
"CK21062806063","1408610573287604225","2"
"CK21062808618","1408610573418893314","5"
"CK21063000510","1408610573419466753","2"
"CK21080201028","1408610573439475714","2"
"CK21062806084","1408610573439475714","2"
"CK21080203896","1408610573452447746","5"
"CK21062901573","1408610573452447746","5"
"CK21072807163","1408610573485613058","2"
"CK21063005732","1408610573485613058","2"
"CK21080202436","1408610573506584578","2"
"CK21062804916","1408610573506584578","2"
"CK21063001444","1408610573537894401","2"
"CK21072802273","1408610573545295874","2"
"CK21062902639","1408610573545295874","2"
"CK21063000802","1408610573566267394","5"
"CK21062901404","1408610573582155777","1"
"CK21062901047","1408610573588226050","2"
"CK21072803284","1408610573767225345","2"
"CK21062810355","1408610573767225345","2"
"CK21062901065","1408610573880266753","2"
"CK21062901734","1408610573993197570","2"
"CK21062808615","1408610574156775425","1"
"CK21072802780","1408610574204788737","2"
"CK21062810745","1408610574204788737","2"
"CK21063000913","1408610574211821569","2"
"CK21062803603","1408610574222934017","5"
"CK21062901681","1408610574458765315","2"
"CK21063001949","1408610574458765316","2"
"CK21063004333","1408610574878195713","2"
"CK21080202849","1408610574950387714","2"
"CK21062904880","1408610574950387714","2"
"CK21080200981","1408610575019786242","2"
"CK21062905821","1408610575019786242","2"
"CK21062905677","1408610575137292289","2"
"CK21072805487","1408610575342747649","5"
"CK21062808738","1408610575342747649","5"
"CK21072802264","1408610575549210625","1"
"CK21063003721","1408610575549210625","1"
"CK21062807593","1408610575717371906","2"
"CK21080203944","1408610575720300545","2"
"CK21062901545","1408610575720300545","2"
"CK21072802805","1408610575809331202","2"
"CK21062810725","1408610575809331202","2"
"CK21063003061","1408610575888949249","2"
"CK21062803109","1408610576660701186","2"
"CK21072807264","1408610577939963905","2"
"CK21062904104","1408610577939963905","2"
"CK21062903478","1408610577943281667","2"
"CK21080200852","1408610577943281668","2"
"CK21062903812","1408610577943281668","2"
"CK21062903660","1408610578020044802","2"
"CK21063003445","1408610578091032578","2"
"CK21072803139","1408610578236882946","2"
"CK21063003288","1408610578236882946","2"
"CK21062803164","1408610578795601921","2"
"CK21063003681","1408610579005390850","2"
"CK21080200089","1408610579029540865","2"
"CK21062806805","1408610579029540865","2"
"CK21080201522","1408610579184730114","2"
"CK21062905448","1408610579184730114","2"
"CK21072802257","1408610579433525250","1"
"CK21063003726","1408610579433525250","1"
"CK21080200431","1408610579485417473","2"
"CK21062806530","1408610579485417473","2"
"CK21062901348","1408610579565109250","5"
"CK21072802800","1408610579667140610","2"
"CK21062810729","1408610579667140610","2"
"CK21063005114","1408610580482306050","5"
"CK21062808196","1408610580493352962","5"
"CK21062901672","1408610580626268162","2"
"CK21062905678","1408610580633669634","2"
"CK21062903323","1408610580805062660","2"
"CK21080200848","1408610580812185601","2"
"CK21062903813","1408610580812185601","2"
"CK21080200848","1408610580812185601","2"
"CK21062903813","1408610580812185601","2"
"CK21062900940","1408610580816379906","2"
"CK21063004309","1408610581232881665","1"
"CK21062901675","1408610581247025153","2"
"CK21063003992","1408610581455179778","2"
"CK21063001074","1408610581543464962","2"
"CK21062807332","1408610581564805122","2"
"CK21080202534","1408610581597786121","2"
"CK21062905014","1408610581597786121","2"
"CK21062905551","1408610581609103362","2"
"CK21072805878","1408610581655175173","2"
"CK21063004118","1408610581655175173","2"
"CK21062808250","1408610581695815681","1"
"CK21072802393","1408610581714837506","5"
"CK21063003641","1408610581714837506","5"
"CK21072802774","1408610581740965890","1"
"CK21062810749","1408610581740965890","1"
"CK21063003469","1408610581800673285","2"
"CK21072802773","1408610581802917890","2"
"CK21063003471","1408610581802917890","2"
"CK21062807925","1408610581807112193","2"
"CK21072802783","1408610581818818576","2"
"CK21063003466","1408610581818818576","2"
"CK21080203545","1408610581820289025","2"
"CK21062903496","1408610581820289025","2"
"CK21072802321","1408610581840740355","2"
"CK21063003686","1408610581840740355","2"
"CK21062807265","1408610581874294785","5"
"CK21080202392","1408610581881667585","5"
"CK21062905087","1408610581881667585","5"
"CK21062900927","1408610581953912835","2"
"CK21072807111","1408610582129131521","2"
"CK21063005760","1408610582129131521","2"
"CK21072802318","1408610582297919489","2"
"CK21063003690","1408610582297919489","2"
"CK21072803411","1408610582330458113","2"
"CK21062902255","1408610582330458113","2"
"CK21063001350","1408610582376660994","1"
"CK21072804523","1408610582833774593","2"
"CK21062904310","1408610582833774593","2"
"CK21063001850","1408610582839873538","2"
"CK21062803167","1408610582934503425","2"
"CK21062901671","1408610582943768578","2"
"CK21062903339","1408610582982479875","2"
"CK21080202372","1408610582985785345","1"
"CK21062804964","1408610582985785345","1"
"CK21072802388","1408610582996049921","2"
"CK21063003645","1408610582996049921","2"
"CK21063001355","1408610583504863233","2"
"CK21062803460","1408610583711326210","2"
"CK21062802848","1408610584030093314","1"
"CK21072802386","1408610584037605378","2"
"CK21063003646","1408610584037605378","2"
"CK21063000511","1408610584051453953","2"
"CK21072806461","1408610584083677186","2"
"CK21062904350","1408610584083677186","2"
"CK21063000934","1408610584097202178","2"
"CK21063000977","1408610584176893953","2"
"CK21062803025","1408610584190439425","2"
"CK21072804056","1408610584198254593","5"
"CK21062809801","1408610584198254593","5"
"CK21080201111","1408610584202059777","2"
"CK21062806019","1408610584202059777","2"
"CK21062905090","1408610584202653698","1"
"CK21062900730","1408610584299491332","2"
"CK21062808466","1408610584437534722","2"
"CK21062900937","1408610584469553154","2"
"CK21063004673","1408610584788385794","2"
"CK21063003609","1408610584894193665","5"
"CK21062900983","1408610584960286721","5"
"CK21080201420","1408610585170944002","2"
"CK21062805775","1408610585170944002","2"
"CK21063001013","1408610585213276162","2"
"CK21063003157","1408610585263812609","2"
"CK21063000900","1408610585374220291","2"
"CK21062807601","1408610585409142785","2"
"CK21080200499","1408610585423564802","1"
"CK21062806476","1408610585423564802","1"
"CK21072807345","1408610585434243074","2"
"CK21062904066","1408610585434243074","2"
"CK21080200264","1408610585469702145","2"
"CK21062806649","1408610585469702145","2"
"CK21080200498","1408610585503256581","2"
"CK21063000255","1408610585503256581","2"
"CK21063001195","1408610585511071746","5"
"CK21072803428","1408610585511645185","2"
"CK21062810273","1408610585511645185","2"
"CK21080202333","1408610585528053762","2"
"CK21062804991","1408610585528053762","2"
"CK21072802341","1408610585530777601","2"
"CK21062902592","1408610585530777601","2"
"CK21063000380","1408610585535922178","2"
"CK21080200868","1408610585543294979","2"
"CK21062806195","1408610585543294979","2"
"CK21080203667","1408610585691111425","5"
"CK21062903480","1408610585691111425","5"
"CK21062807097","1408610585736298499","2"
"CK21063000881","1408610586013057027","1"
"CK21080203721","1408610586068598786","2"
"CK21062803892","1408610586068598786","2"
"CK21062803560","1408610586102153217","2"
"CK21062803521","1408610586350137346","2"
"CK21063004462","1408610586352795649","5"
"CK21063000895","1408610586718715905","2"
"CK21080201569","1408610586737369089","2"
"CK21062805646","1408610586737369089","2"
"CK21062807533","1408610586739613699","2"
"CK21072805991","1408610586789003266","2"
"CK21062904501","1408610586789003266","2"
"CK21062903648","1408610586878099457","2"
"CK21072802686","1408610586937708545","2"
"CK21062902344","1408610586937708545","2"
"CK21062807526","1408610586953596929","2"
"CK21062808381","1408610587413954563","2"
"CK21063003977","1408610587436462081","2"
"CK21062903819","1408610587758829571","2"
"CK21062808377","1408610587767291907","1"
"CK21063001000","1408610587792977921","2"
"CK21062901480","1408610587808219137","2"
"CK21062803565","1408610587826900994","2"
"CK21062803541","1408610587826900995","1"
"CK21080203859","1408610588086947842","1"
"CK21062803807","1408610588086947842","1"
"CK21080203147","1408610588417409025","2"
"CK21062804346","1408610588417409025","2"
"CK21063005074","1408610588573487105","2"
"CK21062807424","1408610588613591042","5"
"CK21080202198","1408610588617785345","2"
"CK21062805096","1408610588617785345","2"
"CK21072805560","1408610588631318531","2"
"CK21062904643","1408610588631318531","2"
"CK21062900868","1408610588686159873","2"
"CK21062802967","1408610588695121921","2"
"CK21072804578","1408610588796772354","2"
"CK21062809398","1408610588796772354","2"
"CK21072804547","1408610588869443587","2"
"CK21062809426","1408610588869443587","2"
"CK21080201015","1408610588875476997","2"
"CK21062905803","1408610588875476997","2"
"CK21072803425","1408610588908457986","2"
"CK21063003160","1408610588908457986","2"
"CK21080200794","1408610588921245698","2"
"CK21062905910","1408610588921245698","2"
"CK21063000814","1408610588921245699","5"
"CK21072801802","1408610588928098307","2"
"CK21062903035","1408610588928098307","2"
"CK21062807245","1408610588962983938","2"
"CK21062806925","1408610588982689793","2"
"CK21072802673","1408610589009121281","2"
"CK21062902355","1408610589009121281","2"
"CK21062904074","1408610589087481857","5"
"CK21062807656","1408610589114552322","2"
"CK21063005134","1408610589235613697","2"
"CK21063004463","1408610589297197058","2"
"CK21063004497","1408610589316866049","2"
"CK21062901682","1408610589882109953","2"
"CK21063000274","1408610589935673345","2"
"CK21062903331","1408610589947379714","5"
"CK21072807041","1408610590017314817","5"
"CK21062904172","1408610590017314817","5"
"CK21072804072","1408610590041493505","2"
"CK21062809787","1408610590041493505","2"
"CK21080201430","1408610590255403010","2"
"CK21062805761","1408610590255403010","2"
"CK21072807367","1408610590687047682","2"
"CK21063004151","1408610590687047682","2"
"CK21063004839","1408610590883659778","5"
"CK21072801606","1408610590980055042","1"
"CK21062903230","1408610590980055042","1"
"CK21062803206","1408610591295590402","1"
"CK21062901770","1408610591316561921","2"
"CK21062803659","1408610591576035330","2"
"CK21062905191","1408610591653093377","2"
"CK21080200656","1408610591685292034","2"
"CK21062905976","1408610591685292034","2"
"CK21062903941","1408610591844081666","2"
"CK21062803457","1408610591966105601","2"
"CK21072803775","1408610592121499649","2"
"CK21063003015","1408610592121499649","2"
"CK21080201854","1408610592151228418","2"
"CK21062805394","1408610592151228418","2"
"CK21080201702","1408610592230031361","2"
"CK21062805536","1408610592230031361","2"
"CK21062901193","1408610592473300993","2"
"CK21063003900","1408610592554868737","2"
"CK21062903368","1408610592579047425","5"
"CK21080203587","1408610592595824641","2"
"CK21062803990","1408610592595824641","2"
"CK21080203798","1408610592682000385","2"
"CK21062903461","1408610592682000385","2"
"CK21062901368","1408610592733274114","5"
"CK21063000787","1408610593216581633","2"
"CK21072807319","1408610593231519745","2"
"CK21063005646","1408610593231519745","2"
"CK21080202317","1408610593430491138","1"
"CK21062905149","1408610593430491138","1"
"CK21063004543","1408610593445363714","2"
"CK21063001242","1408610593593106433","2"
"CK21063004362","1408610593601568770","2"
"CK21080203029","1408610593765462017","2"
"CK21062804439","1408610593765462017","2"
"CK21080202323","1408610593787994114","2"
"CK21062804996","1408610593787994114","2"
"CK21072802717","1408610593974788098","5"
"CK21062902318","1408610593974788098","5"
"CK21062903470","1408610594503270402","2"
"CK21062807788","1408610594647826433","5"
"CK21062905930","1408610594688413697","2"
"CK21062900873","1408610594774958081","2"
"CK21062900845","1408610594895290369","2"
"CK21062901096","1408610595283800065","2"
"CK21080200454","1408610595391520769","2"
"CK21062806513","1408610595391520769","2"
"CK21072803778","1408610595511853057","2"
"CK21062904377","1408610595511853057","2"
"CK21062807293","1408610595534127106","1"
"CK21063000808","1408610595633487873","2"
"CK21080203809","1408610596633100290","2"
"CK21062901623","1408610596633100290","2"
"CK21062803246","1408610596692770817","2"
"CK21080201562","1408610596911190018","2"
"CK21062905440","1408610596911190018","2"
"CK21080203886","1408610596974678018","2"
"CK21062803785","1408610596974678018","2"
"CK21063005095","1408610597187624962","2"
"CK21063004550","1408610597495758850","2"
"CK21062905259","1408610597866160129","5"
"CK21062803137","1408610597874548737","2"
"CK21072803046","1408610597923577858","2"
"CK21062810552","1408610597923577858","2"
"CK21062806794","1408610598092718081","2"
"CK21063005009","1408610598111334401","2"
"CK21080201302","1408610598161297409","1"
"CK21062805866","1408610598161297409","1"
