"order_delivery_no","order_id","invoice_type"
"CK21062901210","1408610598240468993","2"
"CK21063004496","1408610598487932930","2"
"CK21080200956","1408610598517293058","2"
"CK21062905830","1408610598517293058","2"
"CK21072803051","1408610598558285826","2"
"CK21062810549","1408610598558285826","2"
"CK21080201311","1408610598723334145","2"
"CK21062903758","1408610598723334145","2"
"CK21063004385","1408610598766632962","2"
"CK21063005155","1408610599027982337","2"
"CK21063005101","1408610599209279489","2"
"CK21062903463","1408610599322914818","1"
"CK21062803567","1408610599384563713","2"
"CK21062901886","1408610599905923074","2"
"CK21062803691","1408610600114372610","1"
"CK21062802904","1408610600930893826","2"
"CK21080203088","1408610600991858690","1"
"CK21062804387","1408610600991858690","1"
"CK21080203033","1408610601080901634","2"
"CK21062804435","1408610601080901634","2"
"CK21062901068","1408610601105104899","5"
"CK21080201306","1408610601105494017","5"
"CK21062805863","1408610601105494017","5"
"CK21062901494","1408610601106067457","2"
"CK21062903701","1408610601130659841","2"
"CK21080203881","1408610601172213763","2"
"CK21062803790","1408610601172213763","2"
"CK21062904689","1408610601185185795","2"
"CK21062901496","1408610601188990978","5"
"CK21080202929","1408610601231007746","2"
"CK21062804520","1408610601231007746","2"
"CK21080201197","1408610601415557123","2"
"CK21062805955","1408610601415557123","2"
"CK21063003780","1408610602111737857","2"
"CK21080203663","1408610602113687553","2"
"CK21062901723","1408610602113687553","2"
"CK21062803250","1408610602129477634","5"
"CK21062807087","1408610602771206146","2"
"CK21063001341","1408610602803798018","2"
"CK21072801630","1408610602805747714","2"
"CK21063003980","1408610602805747714","2"
"CK21080200755","1408610602808066050","2"
"CK21062806276","1408610602808066050","2"
"CK21063005167","1408610603331338242","2"
"CK21063003880","1408610603370029058","2"
"CK21062805767","1408610603676286977","2"
"CK21072802437","1408610603897634818","2"
"CK21062902525","1408610603897634818","2"
"CK21080200683","1408610604271878146","2"
"CK21062903833","1408610604271878146","2"
"CK21062802803","1408610604280193026","2"
"CK21062802867","1408610604311502849","2"
"CK21072801858","1408610604771520513","2"
"CK21063003886","1408610604771520513","2"
"CK21080203486","1408610604897144833","2"
"CK21062804062","1408610604897144833","2"
"CK21080202628","1408610605639221249","2"
"CK21062804765","1408610605639221249","2"
"CK21072804625","1408610605701120002","2"
"CK21063002590","1408610605701120002","2"
"CK21062807402","1408610605715238918","2"
"CK21072803634","1408610605726285825","1"
"CK21062810117","1408610605726285825","1"
"CK21072806165","1408610605878222849","2"
"CK21063003259","1408610605878222849","2"
"CK21062901265","1408610606162558979","2"
"CK21062901503","1408610606176092162","2"
"CK21062903704","1408610606234812418","5"
"CK21080203624","1408610606245076993","2"
"CK21062803961","1408610606245076993","2"
"CK21063001014","1408610606532923394","2"
"CK21080202304","1408610606583828481","1"
"CK21062905157","1408610606583828481","1"
"CK21080202528","1408610606623932417","2"
"CK21062804853","1408610606623932417","2"
"CK21080201300","1408610606636515330","1"
"CK21062805867","1408610606636515330","1"
"CK21072803198","1408610606639341570","2"
"CK21063003261","1408610606639341570","2"
"CK21062900750","1408610606647730178","2"
"CK21062802829","1408610606700380162","2"
"CK21062900986","1408610606830718977","1"
"CK21062900745","1408610615492161538","2"
"CK21062905024","1408610619326124034","2"
"CK21063005481","1408610690654457857","2"
"CK21063004139","1408610694826827778","2"
"CK21080200934","1408610795493376002","2"
"CK21062905839","1408610795493376002","2"
"CK21062901144","1408610808065241089","1"
"CK21063001658","1408610850015199234","1"
"CK21062807590","1408610866800738306","2"
"CK21063001645","1408610891955310594","2"
"CK21062904904","1408610904542027778","2"
"CK21062900742","1408611021977403393","1"
"CK21062901433","1408611030698897410","2"
"CK21062900957","1408611034561257474","2"
"CK21062802833","1408611047147487233","2"
"CK21062807654","1408611059736432641","2"
"CK21080203035","1408611080706113537","2"
"CK21062804433","1408611080706113537","2"
"CK21072807357","1408611089096192002","2"
"CK21063005627","1408611089096192002","2"
"CK21072804621","1408611105864425473","1"
"CK21063002592","1408611105864425473","1"
"CK21063001147","1408611139750801409","2"
"CK21072805555","1408611189750505474","2"
"CK21063004002","1408611189750505474","2"
"CK21062905743","1408611198143381506","5"
"CK21062903424","1408611252666028033","2"
"CK21063001678","1408611261053673473","2"
"CK21080203989","1408611273634340865","2"
"CK21062803725","1408611273634340865","2"
"CK21072803072","1408611311383076866","2"
"CK21062904455","1408611311383076866","2"
"CK21062807647","1408611374319910913","2"
"CK21080202417","1408611470765641729","2"
"CK21062804930","1408611470765641729","2"
"CK21080202419","1408611533681188865","2"
"CK21062804928","1408611533681188865","2"
"CK21063000503","1408611563039367170","2"
"CK21080200671","1408611571428364290","5"
"CK21062806341","1408611571428364290","5"
"CK21062804056","1408612439905349633","5"
"CK21062901215","1408612771002236930","2"
"CK21080202887","1408612787793506305","2"
"CK21062904867","1408612787793506305","2"
"CK21062803568","1408612788112068609","5"
"CK21063004686","1408612796173131777","2"
"CK21062802842","1408612829724332033","2"
"CK21072803801","1408612834249617410","2"
"CK21063003000","1408612834249617410","2"
"CK21080201447","1408612875869102081","2"
"CK21062905621","1408612875869102081","2"
"CK21062803235","1408612934581563394","2"
"CK21080200668","1408612947159687170","2"
"CK21062806343","1408612947159687170","2"
"CK21080202854","1408612959748743170","2"
"CK21062804582","1408612959748743170","2"
"CK21080201778","1408613026851852290","2"
"CK21062805464","1408613026851852290","2"
"CK21062900850","1408613194624585729","1"
"CK21062903067","1408613316292067330","2"
"CK21072805625","1408613387565875202","2"
"CK21062904625","1408613387565875202","2"
"CK21072803458","1408613442090876930","2"
"CK21063003138","1408613442090876930","2"
"CK21062802939","1408613475650768897","2"
"CK21062803629","1408613588893356033","2"
"CK21072803451","1408613635025932289","2"
"CK21063003144","1408613635025932289","2"
"CK21062901229","1408613794409095169","2"
"CK21072803467","1408613869906956290","5"
"CK21062810250","1408613869906956290","5"
"CK21063001650","1408613907655897089","2"
"CK21062809766","1408614008319193089","2"
"CK21062803622","1408614025104203778","2"
"CK21062900890","1408614058651209730","5"
"CK21062900851","1408614201260777474","1"
"CK21080201163","1408614373230493697","2"
"CK21062805980","1408614373230493697","2"
"CK21080203321","1408614478172921858","2"
"CK21062804202","1408614478172921858","2"
"CK21080200914","1408628626691801090","2"
"CK21062806152","1408628626691801090","2"
